site,horizon,model,MAE_speed,RMSE_speed,MAE_sine,RMSE_sine,MAE_cosine,RMSE_cosine,MAE_u10,RMSE_u10,MAE_v10,RMSE_v10
DU002,0.0,ABED,3.034181188475495,4.048702500754745,0.19582230575415607,0.35315404280686047,0.22849264044583106,0.3814337264276128,3.3071536318044914,4.396983631195604,3.2200689405356875,4.269855380146481
DU002,0.0,ECMWF,3.684792635690022,4.767977536437593,0.9115029801410355,1.0094225951956795,1.0446587214830807,1.1458529255092589,16.71741931217104,20.37669560671658,14.51622739062583,17.984349643166738
DU002,0.25,ABED,3.1380703319685352,4.173264658760224,0.19967391886001373,0.3566500118931237,0.23442033712628463,0.3895471542091492,3.421859507827321,4.544311334081527,3.296429655934844,4.381281790488147
DU002,0.25,ECMWF,3.6855638165080684,4.769870133682174,0.9120414392035964,1.0100053997855496,1.044607966541532,1.1458977530716676,16.720607231222015,20.377906898414988,14.514409882074562,17.985741543587785
DU002,0.5,ABED,3.125720391494595,4.150579197385487,0.19996490619227583,0.3561420383193167,0.23661544050884795,0.3938013269850768,3.437573742371266,4.561479434874333,3.3099761831147894,4.404390436673023
DU002,0.5,ECMWF,3.6912265877043713,4.77504219913893,0.91269659392079,1.010670325127891,1.0446034275132294,1.145906454080125,16.72243861579442,20.376502900530337,14.515284838141426,17.98866430876703
DU002,0.75,ABED,3.1200503888568405,4.153893257239892,0.2022709893449801,0.3591700178107909,0.2384174146769892,0.3964288306914757,3.447608055489885,4.586628970408361,3.3160977524961104,4.399130484421043
DU002,0.75,ECMWF,3.6990251023828393,4.782655782990737,0.9134220622871991,1.011394278601929,1.0450561228652155,1.1462600259534053,16.726421770740064,20.3731901494518,14.51579744800244,17.988272151536858
DU002,1.0,ABED,3.126114717165685,4.178560757988037,0.20550173480756248,0.3619781712189833,0.23956168858238472,0.3962995821323651,3.457747907803423,4.598498734771351,3.3381675752492206,4.414651834499263
DU002,1.0,ECMWF,3.7047823198423924,4.788602759978028,0.9140650871012342,1.0120803519690407,1.0455885327664343,1.1466464856031624,16.732073215763965,20.372325281003757,14.514162103424852,17.988309906787933
DU002,1.25,ABED,3.1433852256228216,4.20972144162302,0.20577455362925057,0.3627185545168298,0.23984607608701103,0.3967808236121714,3.462380323921631,4.6064421255584085,3.3826868977530467,4.460980469342569
DU002,1.25,ECMWF,3.7122895528139295,4.796453854226217,0.9147721170835897,1.0127861692440017,1.0463312622874732,1.1472517987406374,16.737722900405892,20.371163125121786,14.513506378536817,17.98910863903371
DU002,1.5,ABED,3.1377559423940813,4.187847284105505,0.2079604759503182,0.3661714653189437,0.2407811410123896,0.3984926360306483,3.4447654993782635,4.600729589091747,3.397782521916876,4.4654905577214405
DU002,1.5,ECMWF,3.717571727133816,4.802997110454447,0.9151237961034001,1.0131023262384864,1.0473948745553097,1.148159548968052,16.742967076786588,20.369256795943375,14.509239658193016,17.985798931148402
DU002,1.75,ABED,3.11823700801313,4.164258850225761,0.20981344238981825,0.3677493537928369,0.24088245334039718,0.39701150752517433,3.4367402177110002,4.578998491045328,3.3712932892264384,4.430924366365378
DU002,1.75,ECMWF,3.721563474708661,4.806331771760584,0.9153226658182279,1.0133508841984458,1.0485472042843635,1.1491536689025796,16.74682921971343,20.367795121862592,14.503724214630866,17.98019411233385
DU002,2.0,ABED,3.110267636318427,4.146534460451266,0.20689404104332507,0.3641308386049185,0.23738383488247816,0.3910043501753334,3.436903344155629,4.573900641510611,3.3359061677294144,4.396865933458113
DU002,2.0,ECMWF,3.725230700089538,4.808034253730261,0.9157055655769621,1.0137740878400867,1.0497605289611478,1.150239758638309,16.747656005213518,20.363365994685257,14.503187927371057,17.97882766866321
DU002,2.25,ABED,3.1342533132312695,4.1696638174212115,0.20272824817302249,0.3590257338879403,0.23604579273624346,0.3917185195469152,3.430421593704523,4.583393685381558,3.3269405193965818,4.39691874371025
DU002,2.25,ECMWF,3.72621117172822,4.807542280753038,0.9156009746049554,1.0139028979461482,1.050687259049873,1.1510941578166967,16.748171840475976,20.360218533041753,14.498195226373491,17.97525710110031
DU002,2.5,ABED,3.15143287948648,4.198276057920644,0.20134325385992444,0.35932586502918656,0.23436192357305954,0.38957794420939557,3.436764701461167,4.599466098052272,3.3132851559366827,4.398001422401497
DU002,2.5,ECMWF,3.726371429030086,4.80651768501272,0.9156128027250613,1.0140983545792108,1.0511993838684417,1.151604611220457,16.744396318768267,20.35509906236268,14.49152294775883,17.969364114829403
DU002,2.75,ABED,3.147859095369128,4.204270634518219,0.20135000345404444,0.3613728788781055,0.23406984886344095,0.38809525809525397,3.433343887997277,4.573292115156645,3.312452947389223,4.423624624642659
DU002,2.75,ECMWF,3.7279926438670237,4.805015506486828,0.9156380667519471,1.0143077493020014,1.0516765558336616,1.1521666456543924,16.738619552911505,20.350102081922966,14.485503340522813,17.96405846393974
DU002,3.0,ABED,3.133786612395659,4.179611225602003,0.19727083702753298,0.3542204432148253,0.23310115480776142,0.38771748910656534,3.4060646445080542,4.540121306929545,3.2633883849575795,4.374286608171133
DU002,3.0,ECMWF,3.7290727249425175,4.802188083973609,0.9160919647047919,1.0148506372320623,1.0521137385302886,1.1527698286444965,16.737235802471236,20.349238220900357,14.478211143673747,17.95525020289644
DU002,3.25,ABED,3.13323460704575,4.191509958720496,0.19725997890137306,0.3530018665846743,0.23306756507948564,0.3894505852119599,3.3855923517039628,4.521027854005779,3.258423661341112,4.373825593171059
DU002,3.25,ECMWF,3.7328111567702877,4.805034898896847,0.9161646574897321,1.0150593946283966,1.0525953452565109,1.1533567298759024,16.73602452415574,20.348977046957604,14.46767525425385,17.94588349674925
DU002,3.5,ABED,3.1352099402771363,4.208182940143162,0.19636126535503964,0.34945431220416473,0.2338246052973789,0.39172953935748067,3.372014414990796,4.496869192376633,3.252100539595934,4.390794502467407
DU002,3.5,ECMWF,3.7406265517787127,4.813820212886689,0.9158622906789855,1.014776769784948,1.0534683270173284,1.1541872224647505,16.739624714339246,20.354013737014053,14.457686801313159,17.937897887264693
DU002,3.75,ABED,3.1380678091665835,4.222424937775268,0.19371190184737386,0.3433717289786504,0.2347644269198225,0.3947003148384971,3.3940134945635996,4.501365646051747,3.2317025688374392,4.378670426854376
DU002,3.75,ECMWF,3.74568422691959,4.819074658391649,0.9156234282036703,1.0146910666258149,1.0545452017784849,1.1550446795973495,16.741361307782096,20.355365151232192,14.44770388724487,17.929524002088893
DU002,4.0,ABED,3.159053958451939,4.230322037637949,0.19205213289036296,0.33876635325958143,0.23526262380661,0.39564876499149104,3.4187646689412454,4.527006402559462,3.215472057254677,4.357667575230341
DU002,4.0,ECMWF,3.7476297314673785,4.820949891311175,0.9150387381179925,1.0142611628165437,1.055412843631294,1.1558813448390493,16.740985618332484,20.354846277080387,14.431785259929498,17.915752337079635
DU002,4.25,ABED,3.175190724170946,4.251352986733744,0.19221311961305645,0.33787700843860063,0.2353439304307331,0.39528128133240154,3.4311473593152186,4.54943446332701,3.2048988354032795,4.361493304914081
DU002,4.25,ECMWF,3.749728848486258,4.82085770365152,0.9148050229874375,1.0141175201142407,1.0563288163358593,1.1567341840434326,16.73833395272155,20.349096060466533,14.420517688344804,17.90487693039838
DU002,4.5,ABED,3.1640486561547205,4.24564181718543,0.1934189612761742,0.3397093193726925,0.23539497691560393,0.39500220654820545,3.4006722418137847,4.513729347032877,3.210434304371726,4.387506497756853
DU002,4.5,ECMWF,3.7504804849953337,4.8210730953186385,0.9147595349776791,1.0141376008218248,1.0572737883386383,1.1574793490300994,16.735482239583384,20.340435293534266,14.411797631470918,17.897446189045112
DU002,4.75,ABED,3.1640636804022306,4.266903181860912,0.19492609116862344,0.34182997729681713,0.23578662426228458,0.39372829716155133,3.3884176710271277,4.49890502701704,3.2325943385173255,4.4331121336089385
